1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	0.1898148148	
